grouping_variable,value_variable,group_a,group_b,p_adj,combined_grouping
bmi_cat__bp_cat,t2m_pre_mean_rr,low | normal,obesity | high,0.88559056463835,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_mean_rr,low | normal,obesity | normal,0.9701307462308915,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_mean_rr,low | normal,overweight | high,0.9701307462308915,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_mean_rr,low | normal,overweight | normal,0.9701307462308915,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_mean_rr,normal | high,normal | normal,0.7518340350930273,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_mean_rr,normal | high,obesity | high,0.7518340350930273,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_mean_rr,normal | high,obesity | normal,0.97225467859071,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_mean_rr,normal | high,overweight | high,0.9701307462308915,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_mean_rr,normal | high,overweight | normal,0.9533721838977952,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_mean_rr,normal | normal,obesity | high,0.3400086419959843,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_mean_rr,normal | normal,obesity | normal,0.539292216561484,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_mean_rr,normal | normal,overweight | high,0.539292216561484,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_mean_rr,normal | normal,overweight | normal,0.38966374359894995,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_mean_rr,obesity | high,obesity | normal,0.539292216561484,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_mean_rr,obesity | high,overweight | high,0.838356332031727,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_mean_rr,obesity | high,overweight | normal,0.838356332031727,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_mean_rr,obesity | normal,overweight | high,0.9533721838977952,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_mean_rr,obesity | normal,overweight | normal,0.838356332031727,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_mean_rr,overweight | high,overweight | normal,0.9701307462308915,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_mean_hr,low | high,low | normal,0.9510265015787027,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_mean_hr,low | high,normal | high,0.9510265015787027,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_mean_hr,low | high,normal | normal,0.9510265015787027,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_mean_hr,low | high,obesity | high,0.9510265015787027,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_mean_hr,low | high,obesity | normal,0.9510265015787027,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_mean_hr,low | high,overweight | high,0.9510265015787027,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_mean_hr,low | high,overweight | normal,0.9510265015787027,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_mean_hr,low | normal,normal | high,0.9510265015787027,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_mean_hr,low | normal,normal | normal,0.9510265015787027,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_mean_hr,low | normal,obesity | high,0.9510265015787027,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_mean_hr,low | normal,obesity | normal,0.9510265015787027,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_mean_hr,low | normal,overweight | high,0.9817532181262657,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_mean_hr,low | normal,overweight | normal,0.9510265015787027,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_mean_hr,normal | high,normal | normal,0.9510265015787027,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_mean_hr,normal | high,obesity | high,0.9817532181262657,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_mean_hr,normal | high,obesity | normal,0.9510265015787027,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_mean_hr,normal | high,overweight | high,0.9510265015787027,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_mean_hr,normal | high,overweight | normal,0.9510265015787027,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_mean_hr,normal | normal,obesity | high,0.9510265015787027,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_mean_hr,normal | normal,obesity | normal,0.9510265015787027,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_mean_hr,normal | normal,overweight | high,0.9510265015787027,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_mean_hr,normal | normal,overweight | normal,0.9510265015787027,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_mean_hr,obesity | high,obesity | normal,0.9510265015787027,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_mean_hr,obesity | high,overweight | high,0.9510265015787027,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_mean_hr,obesity | high,overweight | normal,0.9510265015787027,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_mean_hr,obesity | normal,overweight | high,0.9510265015787027,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_mean_hr,obesity | normal,overweight | normal,0.9510265015787027,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_mean_hr,overweight | high,overweight | normal,0.9510265015787027,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_sdnn,low | high,low | normal,0.3075542912483931,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_sdnn,low | high,normal | high,0.20120262682533277,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_sdnn,low | high,normal | normal,0.20120262682533277,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_sdnn,low | high,obesity | high,0.23934829923674436,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_sdnn,low | high,obesity | normal,0.20120262682533277,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_sdnn,low | high,overweight | high,0.23934829923674436,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_sdnn,low | high,overweight | normal,0.3075542912483931,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_sdnn,low | normal,normal | high,0.6499304531844571,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_sdnn,low | normal,normal | normal,0.6499304531844571,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_sdnn,low | normal,obesity | high,0.9700972375697114,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_sdnn,low | normal,obesity | normal,0.6499304531844571,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_sdnn,low | normal,overweight | high,0.9617666806952683,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_sdnn,low | normal,overweight | normal,0.8940137684117626,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_sdnn,normal | high,normal | normal,0.8940137684117626,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_sdnn,normal | high,obesity | high,0.5685574781588603,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_sdnn,normal | high,obesity | normal,0.8940137684117626,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_sdnn,normal | high,overweight | high,0.6499304531844571,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_sdnn,normal | high,overweight | normal,0.23934829923674436,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_sdnn,normal | normal,obesity | high,0.5685574781588603,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_sdnn,normal | normal,obesity | normal,0.9700972375697114,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_sdnn,normal | normal,overweight | high,0.6499304531844571,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_sdnn,normal | normal,overweight | normal,0.20120262682533277,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_sdnn,obesity | high,obesity | normal,0.5685574781588603,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_sdnn,obesity | high,overweight | high,0.9617666806952683,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_sdnn,obesity | high,overweight | normal,0.6499304531844571,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_sdnn,obesity | normal,overweight | high,0.6499304531844571,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_sdnn,obesity | normal,overweight | normal,0.20120262682533277,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_sdnn,overweight | high,overweight | normal,0.6499304531844571,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_rmssd,low | high,low | normal,0.5704396208918913,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_rmssd,low | high,normal | high,0.5704396208918913,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_rmssd,low | high,normal | normal,0.5704396208918913,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_rmssd,low | high,obesity | high,0.5704396208918913,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_rmssd,low | high,obesity | normal,0.5704396208918913,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_rmssd,low | high,overweight | high,0.5704396208918913,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_rmssd,low | high,overweight | normal,0.6145292630061245,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_rmssd,low | normal,normal | high,0.8568735844318025,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_rmssd,low | normal,normal | normal,0.9674162742428758,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_rmssd,low | normal,obesity | high,0.8662060191735655,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_rmssd,low | normal,obesity | normal,0.8662060191735655,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_rmssd,low | normal,overweight | high,0.9674162742428758,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_rmssd,low | normal,overweight | normal,0.8568735844318025,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_rmssd,normal | high,normal | normal,0.7826887314841067,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_rmssd,normal | high,obesity | high,0.5704396208918913,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_rmssd,normal | high,obesity | normal,0.5704396208918913,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_rmssd,normal | high,overweight | high,0.8568735844318025,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_rmssd,normal | high,overweight | normal,0.5704396208918913,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_rmssd,normal | normal,obesity | high,0.7645034311312955,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_rmssd,normal | normal,obesity | normal,0.7061401399100168,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_rmssd,normal | normal,overweight | high,0.9674162742428758,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_rmssd,normal | normal,overweight | normal,0.5704396208918913,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_rmssd,obesity | high,obesity | normal,0.9826820382749103,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_rmssd,obesity | high,overweight | high,0.7819997595998653,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_rmssd,obesity | high,overweight | normal,0.8662060191735655,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_rmssd,obesity | normal,overweight | high,0.7645034311312955,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_rmssd,obesity | normal,overweight | normal,0.8662060191735655,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_rmssd,overweight | high,overweight | normal,0.6213239154550529,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_hf,low | high,low | normal,0.7359461066614642,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_hf,low | high,normal | high,0.7359461066614642,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_hf,low | high,normal | normal,0.7359461066614642,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_hf,low | high,obesity | high,0.7359461066614642,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_hf,low | high,obesity | normal,0.7359461066614642,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_hf,low | high,overweight | high,0.7359461066614642,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_hf,low | high,overweight | normal,0.7359461066614642,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_hf,low | normal,normal | high,0.9705926935756795,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_hf,low | normal,normal | normal,0.9705926935756795,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_hf,low | normal,obesity | high,0.9705926935756795,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_hf,low | normal,obesity | normal,0.9705926935756795,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_hf,low | normal,overweight | high,0.7595935821234348,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_hf,low | normal,overweight | normal,0.7359461066614642,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_hf,normal | high,normal | normal,0.9705926935756795,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_hf,normal | high,obesity | high,0.9705926935756795,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_hf,normal | high,obesity | normal,0.9705926935756795,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_hf,normal | high,overweight | high,0.8710065818431436,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_hf,normal | high,overweight | normal,0.7359461066614642,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_hf,normal | normal,obesity | high,0.9705926935756795,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_hf,normal | normal,obesity | normal,0.9705926935756795,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_hf,normal | normal,overweight | high,0.7359461066614642,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_hf,normal | normal,overweight | normal,0.7359461066614642,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_hf,obesity | high,obesity | normal,0.9705926935756795,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_hf,obesity | high,overweight | high,0.7359461066614642,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_hf,obesity | high,overweight | normal,0.7359461066614642,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_hf,obesity | normal,overweight | high,0.7359461066614642,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_hf,obesity | normal,overweight | normal,0.7359461066614642,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_hf,overweight | high,overweight | normal,0.9705926935756795,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_lf,low | high,low | normal,0.4190979605221977,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_lf,low | high,normal | high,0.4618681308148186,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_lf,low | high,normal | normal,0.35868525136015095,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_lf,low | high,obesity | high,0.35868525136015095,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_lf,low | high,obesity | normal,0.35868525136015095,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_lf,low | high,overweight | high,0.35868525136015095,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_lf,low | high,overweight | normal,0.5106552960723791,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_lf,low | normal,normal | high,0.8812828724404299,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_lf,low | normal,normal | normal,0.8812828724404299,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_lf,low | normal,obesity | high,0.9875712473387038,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_lf,low | normal,obesity | normal,0.9875712473387038,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_lf,low | normal,overweight | high,0.9875712473387038,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_lf,low | normal,overweight | normal,0.8375972325058887,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_lf,normal | high,normal | normal,0.5793562826017638,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_lf,normal | high,obesity | high,0.8812828724404299,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_lf,normal | high,obesity | normal,0.8812828724404299,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_lf,normal | high,overweight | high,0.8812828724404299,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_lf,normal | high,overweight | normal,0.8812828724404299,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_lf,normal | normal,obesity | high,0.8375972325058887,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_lf,normal | normal,obesity | normal,0.7936080758787669,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_lf,normal | normal,overweight | high,0.8812828724404299,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_lf,normal | normal,overweight | normal,0.35868525136015095,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_lf,obesity | high,obesity | normal,0.9875712473387038,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_lf,obesity | high,overweight | high,0.9875712473387038,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_lf,obesity | high,overweight | normal,0.5793562826017638,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_lf,obesity | normal,overweight | high,0.9875712473387038,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_lf,obesity | normal,overweight | normal,0.5179587579174306,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_lf,overweight | high,overweight | normal,0.5793562826017638,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_vlf,low | high,low | normal,0.8023569043714124,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_vlf,low | high,normal | high,0.8023569043714124,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_vlf,low | high,normal | normal,0.8023569043714124,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_vlf,low | high,obesity | high,0.8023569043714124,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_vlf,low | high,obesity | normal,0.8023569043714124,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_vlf,low | high,overweight | high,0.8023569043714124,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_vlf,low | high,overweight | normal,0.8023569043714124,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_vlf,low | normal,normal | high,0.8023569043714124,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_vlf,low | normal,normal | normal,0.9397180629900878,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_vlf,low | normal,obesity | high,0.9397180629900878,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_vlf,low | normal,obesity | normal,0.9397180629900878,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_vlf,low | normal,overweight | high,0.9397180629900878,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_vlf,low | normal,overweight | normal,0.8057849699787134,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_vlf,normal | high,normal | normal,0.8023569043714124,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_vlf,normal | high,obesity | high,0.8023569043714124,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_vlf,normal | high,obesity | normal,0.8023569043714124,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_vlf,normal | high,overweight | high,0.8023569043714124,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_vlf,normal | high,overweight | normal,0.9397180629900878,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_vlf,normal | normal,obesity | high,0.9397180629900878,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_vlf,normal | normal,obesity | normal,0.9397180629900878,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_vlf,normal | normal,overweight | high,0.9397180629900878,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_vlf,normal | normal,overweight | normal,0.8023569043714124,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_vlf,obesity | high,obesity | normal,0.9397180629900878,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_vlf,obesity | high,overweight | high,0.9397180629900878,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_vlf,obesity | high,overweight | normal,0.9037121909605198,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_vlf,obesity | normal,overweight | high,0.9397180629900878,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_vlf,obesity | normal,overweight | normal,0.8023569043714124,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_vlf,overweight | high,overweight | normal,0.8023569043714124,bmi_cat__bp_cat
