grouping_variable,value_variable,group_a,group_b,n_a,n_b,median_a,median_b,p_value_raw,cliffs_delta,cliffs_magnitude,p_adj_fdr,significant_fdr,combined_grouping
sex__age_group,t2m_pre_mean_rr,1 | 70-79,1 | 60-69,167,162,857.0,833.5,0.14454488161767806,0.09307311303319288,negligible,0.9038924611680029,False,sex__age_group
age_group__bmi_cat,t2m_pre_rmssd,70-79 | overweight,80+ | normal,84,17,13.9,11.6,0.17188942852171296,0.211484593837535,small,0.4537880912973222,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_rmssd,70-79 | overweight,60-69 | low,84,7,13.9,16.7,0.15924753057497898,-0.3231292517006803,small,0.4537880912973222,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_rmssd,70-79 | overweight,80+ | obesity,84,7,13.9,11.2,0.5122177014293916,0.15136054421768708,small,0.6831739106810143,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_rmssd,70-79 | obesity,60-69 | overweight,84,57,12.2,13.8,0.7767109226331163,-0.028404344193817876,negligible,0.8688630659963673,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_rmssd,70-79 | obesity,70-79 | low,84,15,12.2,12.4,0.2721898225448729,0.17936507936507937,small,0.5283684790576945,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_rmssd,70-79 | obesity,60-69 | obesity,84,91,12.2,14.1,0.1284466055806887,-0.13330716902145473,negligible,0.4537880912973222,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_rmssd,70-79 | obesity,80+ | overweight,84,15,12.2,11.3,0.8682147018635701,-0.027777777777777776,negligible,0.9242285535967035,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_rmssd,70-79 | obesity,<60 | normal,84,6,12.2,13.0,0.14763510208658678,-0.35714285714285715,medium,0.4537880912973222,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_rmssd,70-79 | obesity,80+ | normal,84,17,12.2,11.6,0.36879014995707216,0.13935574229691877,negligible,0.6091506206079785,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_rmssd,70-79 | obesity,60-69 | low,84,7,12.2,16.7,0.10286481057141361,-0.3741496598639456,medium,0.4537880912973222,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_rmssd,70-79 | obesity,80+ | obesity,84,7,12.2,11.2,0.8464506831530401,0.04591836734693878,negligible,0.9158318866901746,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_rmssd,60-69 | overweight,70-79 | low,57,15,13.8,12.4,0.1633992555704351,0.23625730994152047,small,0.4537880912973222,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_rmssd,60-69 | overweight,60-69 | obesity,57,91,13.8,14.1,0.2715657986912233,-0.10776942355889724,negligible,0.5283684790576945,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_rmssd,60-69 | overweight,80+ | overweight,57,15,13.8,11.3,0.966813687546315,0.008187134502923977,negligible,0.9816877442777968,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_rmssd,60-69 | overweight,<60 | normal,57,6,13.8,13.0,0.40573105786008234,-0.21052631578947367,small,0.6227499957852427,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_rmssd,60-69 | overweight,80+ | normal,57,17,13.8,11.6,0.18132662283223333,0.21568627450980393,small,0.4602906579587462,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_rmssd,60-69 | overweight,60-69 | low,57,7,13.8,16.7,0.09979214076861243,-0.38596491228070173,medium,0.4537880912973222,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_rmssd,60-69 | overweight,80+ | obesity,57,7,13.8,11.2,0.5186302226438322,0.15288220551378445,small,0.6831739106810143,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_rmssd,70-79 | low,60-69 | obesity,15,91,12.4,14.1,0.047623725062653756,-0.3208791208791209,small,0.43320120197772877,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_rmssd,70-79 | low,80+ | overweight,15,15,12.4,11.3,0.2625405960696725,-0.24444444444444444,small,0.5283684790576945,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_rmssd,70-79 | low,<60 | normal,15,6,12.4,13.0,0.1492749780371258,-0.4222222222222222,medium,0.4537880912973222,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_rmssd,70-79 | low,80+ | normal,15,17,12.4,11.6,0.9397580325143068,-0.0196078431372549,negligible,0.9732478524387342,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_rmssd,70-79 | low,60-69 | low,15,7,12.4,16.7,0.019833384451356923,-0.638095238095238,large,0.3272508434473892,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_rmssd,70-79 | low,80+ | obesity,15,7,12.4,11.2,0.7242739300188017,-0.10476190476190476,negligible,0.8386329716007177,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_rmssd,60-69 | obesity,80+ | overweight,91,15,14.1,11.3,0.5436177363668451,0.0989010989010989,negligible,0.6831739106810143,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_rmssd,60-69 | obesity,<60 | normal,91,6,14.1,13.0,0.4861614351179435,-0.17216117216117216,small,0.6684719732871723,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_rmssd,60-69 | obesity,80+ | normal,91,17,14.1,11.6,0.07300513941063584,0.27537168713639304,small,0.4380308364638151,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_rmssd,60-69 | obesity,60-69 | low,91,7,14.1,16.7,0.24094721109292772,-0.2684458398744113,small,0.5129843849075235,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_rmssd,60-69 | obesity,80+ | obesity,91,7,14.1,11.2,0.38101568982008205,0.20094191522762953,small,0.6091506206079785,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_rmssd,80+ | overweight,<60 | normal,15,6,11.3,13.0,0.1492749780371258,-0.4222222222222222,medium,0.4537880912973222,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_rmssd,80+ | overweight,80+ | normal,15,17,11.3,11.6,0.44980517369219386,0.1607843137254902,small,0.6397710690080121,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_rmssd,80+ | overweight,60-69 | low,15,7,11.3,16.7,0.32343284434810116,-0.2761904761904762,small,0.5929602146381855,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_rmssd,80+ | overweight,80+ | obesity,15,7,11.3,11.2,0.9437554932739242,0.02857142857142857,negligible,0.9732478524387342,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_rmssd,<60 | normal,80+ | normal,6,17,13.0,11.6,0.03532757914672613,0.5980392156862745,large,0.42855084789526326,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_rmssd,<60 | normal,60-69 | low,6,7,13.0,16.7,0.6161041960459699,-0.19047619047619047,small,0.7261228024827502,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_rmssd,<60 | normal,80+ | obesity,6,7,13.0,11.2,0.2227224631656214,0.42857142857142855,medium,0.5125803289444951,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_rmssd,80+ | normal,60-69 | low,17,7,11.6,16.7,0.06520987988623994,-0.4957983193277311,large,0.4380308364638151,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_rmssd,80+ | normal,80+ | obesity,17,7,11.6,11.2,0.7505086893289589,-0.09243697478991597,negligible,0.8540271292364014,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_rmssd,60-69 | low,80+ | obesity,7,7,16.7,11.2,0.124785918988563,0.5102040816326531,large,0.4537880912973222,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_hf,70-79 | normal,60-69 | normal,76,62,152.0,86.5,0.20059056033402045,0.12712224108658743,negligible,0.41371803068891716,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_hf,70-79 | normal,70-79 | overweight,76,86,152.0,65.5,0.005508883019654112,0.25321297429620565,small,0.07271725585943427,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_hf,70-79 | normal,70-79 | obesity,76,84,152.0,80.0,0.029632990305382575,0.19956140350877194,small,0.19441658997386888,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_hf,70-79 | normal,60-69 | overweight,76,59,152.0,100.0,0.2702890712740047,0.11106155218554861,negligible,0.47676090625383605,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_hf,70-79 | normal,70-79 | low,76,15,152.0,50.0,0.04103925812151196,0.33596491228070174,medium,0.2083531566169069,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_hf,70-79 | normal,60-69 | obesity,76,91,152.0,161.0,0.8672755713865181,0.015182186234817813,negligible,0.9467252692361557,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_hf,70-79 | normal,80+ | overweight,76,15,152.0,71.0,0.03240276499564481,0.35175438596491226,medium,0.19441658997386888,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_hf,70-79 | normal,<60 | normal,76,6,152.0,44.5,0.08902428765579784,0.42105263157894735,medium,0.2797906183467932,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_hf,70-79 | normal,80+ | normal,76,17,152.0,34.0,0.0017106044108754124,0.4891640866873065,large,0.04964916693805362,True,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_hf,70-79 | normal,60-69 | low,76,7,152.0,259.0,0.3717903117710305,-0.20676691729323307,small,0.5334382734106089,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_hf,70-79 | normal,80+ | obesity,76,7,152.0,126.0,0.7868559251190032,0.06390977443609022,negligible,0.8953877768595553,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_hf,60-69 | normal,70-79 | overweight,62,86,86.5,65.5,0.059165788031740045,0.18229557389347337,small,0.25101292444857737,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_hf,60-69 | normal,70-79 | obesity,62,84,86.5,80.0,0.2744987036006935,0.10618279569892473,negligible,0.47676090625383605,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_hf,60-69 | normal,60-69 | overweight,62,59,86.5,100.0,0.9338743497433498,0.009021323127392018,negligible,0.9630579231728295,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_hf,60-69 | normal,70-79 | low,62,15,86.5,50.0,0.07589230831912915,0.2978494623655914,small,0.2636259131085539,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_hf,60-69 | normal,60-69 | obesity,62,91,86.5,161.0,0.26408476944396764,-0.10669975186104218,negligible,0.47676090625383605,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_hf,60-69 | normal,80+ | overweight,62,15,86.5,71.0,0.10234978837415958,0.27419354838709675,small,0.2916639706173432,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_hf,60-69 | normal,<60 | normal,62,6,86.5,44.5,0.1765476842309449,0.3387096774193548,medium,0.3877319669117946,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_hf,60-69 | normal,80+ | normal,62,17,86.5,34.0,0.002256780315366074,0.48671726755218214,large,0.04964916693805362,True,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_hf,60-69 | normal,60-69 | low,62,7,86.5,259.0,0.16716591636354972,-0.3225806451612903,small,0.3877319669117946,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_hf,60-69 | normal,80+ | obesity,62,7,86.5,126.0,0.8893479801915403,-0.03456221198156682,negligible,0.9467252692361557,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_hf,70-79 | overweight,70-79 | obesity,86,84,65.5,80.0,0.5736976905458815,-0.05011074197120709,negligible,0.6831128903278569,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_hf,70-79 | overweight,60-69 | overweight,86,59,65.5,100.0,0.18211652991311567,-0.13086322428064642,negligible,0.3877319669117946,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_hf,70-79 | overweight,70-79 | low,86,15,65.5,50.0,0.5129451579810097,0.10697674418604651,negligible,0.6770876085349328,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_hf,70-79 | overweight,60-69 | obesity,86,91,65.5,161.0,0.004556503015394723,-0.24712496805520062,small,0.07271725585943427,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_hf,70-79 | overweight,80+ | overweight,86,15,65.5,71.0,0.5796109372478786,0.09069767441860466,negligible,0.6831128903278569,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_hf,70-79 | overweight,<60 | normal,86,6,65.5,44.5,0.5691132600802578,0.14147286821705427,negligible,0.6831128903278569,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_hf,70-79 | overweight,80+ | normal,86,17,65.5,34.0,0.1210407390648582,0.2393980848153215,small,0.3195475511312256,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_hf,70-79 | overweight,60-69 | low,86,7,65.5,259.0,0.06980678982486865,-0.4152823920265781,medium,0.25595822935785173,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_hf,70-79 | overweight,80+ | obesity,86,7,65.5,126.0,0.36270183813850965,-0.20930232558139536,small,0.5334382734106089,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_hf,70-79 | obesity,60-69 | overweight,84,59,80.0,100.0,0.4419478958517774,-0.07586763518966909,negligible,0.6076783567961939,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_hf,70-79 | obesity,70-79 | low,84,15,80.0,50.0,0.3363713526289448,0.15714285714285714,small,0.5162909133374501,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_hf,70-79 | obesity,60-69 | obesity,84,91,80.0,161.0,0.027511677151512266,-0.19322344322344323,small,0.19441658997386888,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_hf,70-79 | obesity,80+ | overweight,84,15,80.0,71.0,0.40952783585833497,0.1349206349206349,negligible,0.5750816418436193,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_hf,70-79 | obesity,<60 | normal,84,6,80.0,44.5,0.3692702676592976,0.2222222222222222,small,0.5334382734106089,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_hf,70-79 | obesity,80+ | normal,84,17,80.0,34.0,0.06085161804813997,0.28991596638655465,small,0.25101292444857737,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_hf,70-79 | obesity,60-69 | low,84,7,80.0,259.0,0.1060596256790339,-0.3707482993197279,medium,0.2916639706173432,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_hf,70-79 | obesity,80+ | obesity,84,7,80.0,126.0,0.536468058195817,-0.14285714285714285,negligible,0.6809017661716139,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_hf,60-69 | overweight,70-79 | low,59,15,100.0,50.0,0.1427312205393748,0.24745762711864408,small,0.3623177136768745,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_hf,60-69 | overweight,60-69 | obesity,59,91,100.0,161.0,0.3134440630606856,-0.09778357235984354,negligible,0.5084664630811833,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_hf,60-69 | overweight,80+ | overweight,59,15,100.0,71.0,0.1619744055994371,0.23615819209039549,small,0.3877319669117946,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_hf,60-69 | overweight,<60 | normal,59,6,100.0,44.5,0.2523829455961647,0.288135593220339,small,0.47592212598133915,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_hf,60-69 | overweight,80+ | normal,59,17,100.0,34.0,0.0200758828185883,0.3728813559322034,medium,0.19441658997386888,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_hf,60-69 | overweight,60-69 | low,59,7,100.0,259.0,0.24770640078695672,-0.2711864406779661,small,0.47592212598133915,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_hf,60-69 | overweight,80+ | obesity,59,7,100.0,126.0,0.8431600916032954,-0.048426150121065374,negligible,0.9431960346748729,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_hf,70-79 | low,60-69 | obesity,15,91,50.0,161.0,0.028260930818339244,-0.3553113553113553,medium,0.19441658997386888,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_hf,70-79 | low,80+ | overweight,15,15,50.0,71.0,1.0,-0.0044444444444444444,negligible,1.0,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_hf,70-79 | low,<60 | normal,15,6,50.0,44.5,0.9069482133925859,0.044444444444444446,negligible,0.9501362235541376,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_hf,70-79 | low,80+ | normal,15,17,50.0,34.0,0.5709527191027115,0.12156862745098039,negligible,0.6831128903278569,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_hf,70-79 | low,60-69 | low,15,7,50.0,259.0,0.056937867387266416,-0.5238095238095238,large,0.25101292444857737,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_hf,70-79 | low,80+ | obesity,15,7,50.0,126.0,0.3235695674152984,-0.2761904761904762,small,0.5084664630811833,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_hf,60-69 | obesity,80+ | overweight,91,15,161.0,71.0,0.030275892619157634,0.3509157509157509,medium,0.19441658997386888,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_hf,60-69 | obesity,<60 | normal,91,6,161.0,44.5,0.10418381353027553,0.3992673992673993,medium,0.2916639706173432,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_hf,60-69 | obesity,80+ | normal,91,17,161.0,34.0,0.0015357752439356719,0.4861021331609567,large,0.04964916693805362,True,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_hf,60-69 | obesity,60-69 | low,91,7,161.0,259.0,0.3205965371514873,-0.22762951334379905,small,0.5084664630811833,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_hf,60-69 | obesity,80+ | obesity,91,7,161.0,126.0,0.8848317471899199,0.03453689167974882,negligible,0.9467252692361557,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_hf,80+ | overweight,<60 | normal,15,6,71.0,44.5,0.9689401457302569,0.022222222222222223,negligible,0.9838469172030301,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_hf,80+ | overweight,80+ | normal,15,17,71.0,34.0,0.4729893356293349,0.15294117647058825,small,0.6370876765619613,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_hf,80+ | overweight,60-69 | low,15,7,71.0,259.0,0.06676141247554673,-0.5047619047619047,large,0.25595822935785173,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_hf,80+ | overweight,80+ | obesity,15,7,71.0,126.0,0.24452352633766195,-0.3238095238095238,small,0.47592212598133915,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_hf,<60 | normal,80+ | normal,6,17,44.5,34.0,0.7260261800689618,0.10784313725490197,negligible,0.8406618927114294,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_hf,<60 | normal,60-69 | low,6,7,44.5,259.0,0.18065268065268064,-0.47619047619047616,large,0.3877319669117946,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_hf,<60 | normal,80+ | obesity,6,7,44.5,126.0,0.31664483874485594,-0.35714285714285715,medium,0.5084664630811833,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_hf,80+ | normal,60-69 | low,17,7,34.0,259.0,0.036054698440935326,-0.5630252100840336,large,0.1983008414251443,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_hf,80+ | normal,80+ | obesity,17,7,34.0,126.0,0.08631539336548281,-0.46218487394957986,medium,0.2797906183467932,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_hf,60-69 | low,80+ | obesity,7,7,259.0,126.0,0.534965034965035,0.22448979591836735,small,0.6809017661716139,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_lf,70-79 | normal,60-69 | normal,76,62,176.5,162.5,0.33549000717046107,0.09571307300509338,negligible,0.4813552276793572,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_lf,70-79 | normal,70-79 | overweight,76,86,176.5,93.0,0.009803211346112653,0.23561811505507957,small,0.04381602573296026,True,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_lf,70-79 | normal,70-79 | obesity,76,84,176.5,100.0,0.0018524714442526428,0.2855576441102757,small,0.015291055483665786,True,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_lf,70-79 | normal,60-69 | overweight,76,59,176.5,122.0,0.17889968013690616,0.13537020517395182,negligible,0.30817548056141575,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_lf,70-79 | normal,70-79 | low,76,15,176.5,91.0,0.0515478183551823,0.3201754385964912,small,0.12600577820155673,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_lf,70-79 | normal,60-69 | obesity,76,91,176.5,158.0,0.5936926934010317,0.04814921920185078,negligible,0.7410749961599771,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_lf,70-79 | normal,80+ | overweight,76,15,176.5,48.0,0.0008291101730759946,0.5491228070175439,large,0.015291055483665786,True,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_lf,70-79 | normal,<60 | normal,76,6,176.5,33.5,0.0015722021308592939,0.7807017543859649,large,0.015291055483665786,True,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_lf,70-79 | normal,80+ | normal,76,17,176.5,39.0,0.0017695058762962769,0.48761609907120745,large,0.015291055483665786,True,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_lf,70-79 | normal,60-69 | low,76,7,176.5,130.0,0.2722075199739301,0.25375939849624063,small,0.41780689112277647,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_lf,70-79 | normal,80+ | obesity,76,7,176.5,154.0,0.7742737084381255,0.06766917293233082,negligible,0.8517010792819381,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_lf,60-69 | normal,70-79 | overweight,62,86,162.5,93.0,0.08546286375612128,0.16616654163540887,small,0.1945016899277243,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_lf,60-69 | normal,70-79 | obesity,62,84,162.5,100.0,0.032839569567400126,0.20718125960061443,small,0.09926506727997618,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_lf,60-69 | normal,60-69 | overweight,62,59,162.5,122.0,0.6314552863402003,0.05084745762711865,negligible,0.7717786833046892,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_lf,60-69 | normal,70-79 | low,62,15,162.5,91.0,0.12586211014304552,0.256989247311828,small,0.2595906021700314,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_lf,60-69 | normal,60-69 | obesity,62,91,162.5,158.0,0.595105678734527,-0.05086848635235732,negligible,0.7410749961599771,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_lf,60-69 | normal,80+ | overweight,62,15,162.5,48.0,0.001853461270747368,0.521505376344086,large,0.015291055483665786,True,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_lf,60-69 | normal,<60 | normal,62,6,162.5,33.5,0.0025576773208624577,0.7526881720430108,large,0.01875630035299136,True,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_lf,60-69 | normal,80+ | normal,62,17,162.5,39.0,0.004354193543498689,0.45445920303605314,medium,0.028737677387091345,True,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_lf,60-69 | normal,60-69 | low,62,7,162.5,130.0,0.5183069213034818,0.15207373271889402,small,0.6841651361205959,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_lf,60-69 | normal,80+ | obesity,62,7,162.5,154.0,0.8972070658379933,-0.03225806451612903,negligible,0.9550913926662509,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_lf,70-79 | overweight,70-79 | obesity,86,84,93.0,100.0,0.5371314076174465,0.054955703211517166,negligible,0.6951112333872838,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_lf,70-79 | overweight,60-69 | overweight,86,59,93.0,122.0,0.3350493319835155,-0.09459992116673237,negligible,0.4813552276793572,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_lf,70-79 | overweight,70-79 | low,86,15,93.0,91.0,0.4476717903731283,0.12403100775193798,negligible,0.6029864931556422,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_lf,70-79 | overweight,60-69 | obesity,86,91,93.0,158.0,0.02097231702028826,-0.20112445693841044,small,0.07285120649152764,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_lf,70-79 | overweight,80+ | overweight,86,15,93.0,48.0,0.010622066844354003,0.41550387596899224,medium,0.04381602573296026,True,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_lf,70-79 | overweight,<60 | normal,86,6,93.0,33.5,0.011910978544097298,0.6182170542635659,large,0.04624262258296598,True,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_lf,70-79 | overweight,80+ | normal,86,17,93.0,39.0,0.024585372160639614,0.34678522571819426,medium,0.08113172813011073,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_lf,70-79 | overweight,60-69 | low,86,7,93.0,130.0,0.98257062020391,-0.006644518272425249,negligible,1.0,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_lf,70-79 | overweight,80+ | obesity,86,7,93.0,154.0,0.22952696117427862,-0.2757475083056478,small,0.3694824253049363,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_lf,70-79 | obesity,60-69 | overweight,84,59,100.0,122.0,0.1437502490279856,-0.1440677966101695,negligible,0.279044601054325,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_lf,70-79 | obesity,70-79 | low,84,15,100.0,91.0,0.7547966881886777,0.051587301587301584,negligible,0.8443488376347921,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_lf,70-79 | obesity,60-69 | obesity,84,91,100.0,158.0,0.005501196564887011,-0.24332810047095763,small,0.03300717938932207,True,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_lf,70-79 | obesity,80+ | overweight,84,15,100.0,48.0,0.03459237193090079,0.34444444444444444,medium,0.09926506727997618,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_lf,70-79 | obesity,<60 | normal,84,6,100.0,33.5,0.04071899058577029,0.503968253968254,large,0.1119772241108683,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_lf,70-79 | obesity,80+ | normal,84,17,100.0,39.0,0.0473212481519531,0.3067226890756303,small,0.12393998236363007,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_lf,70-79 | obesity,60-69 | low,84,7,100.0,130.0,0.8116320062188315,-0.05612244897959184,negligible,0.8781592198433259,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_lf,70-79 | obesity,80+ | obesity,84,7,100.0,154.0,0.21086476330976667,-0.28741496598639454,small,0.347926859461115,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_lf,60-69 | overweight,70-79 | low,59,15,122.0,91.0,0.26430290238490306,0.18870056497175142,small,0.4153331323191334,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_lf,60-69 | overweight,60-69 | obesity,59,91,122.0,158.0,0.32465793181219504,-0.09554851927733284,negligible,0.4813552276793572,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_lf,60-69 | overweight,80+ | overweight,59,15,122.0,48.0,0.010618329064208655,0.43050847457627117,medium,0.04381602573296026,True,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_lf,60-69 | overweight,<60 | normal,59,6,122.0,33.5,0.008551545629684227,0.6581920903954802,large,0.04341553935070454,True,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_lf,60-69 | overweight,80+ | normal,59,17,122.0,39.0,0.013809212578672032,0.3948155533399801,medium,0.050633779455130784,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_lf,60-69 | overweight,60-69 | low,59,7,122.0,130.0,0.7000086873726918,0.09200968523002422,negligible,0.8194800185930966,False,age_group__bmi_cat
